patch_index,row,col,posthoc_state,representative_number,uncertainty,anomaly_probability,primary_anomaly_probability,reference_anomaly_probability,prediction_disagreement,source_reliability,update_gate,gt_lesion_fraction,transition_self_weight,transition_nonself_weight,top_source_patch,top_source_weight
352,9,19,stable_normal,,0.02720588445663452,0.06984162330627441,0.06343168020248413,0.08163569122552872,0.018204011023044586,0.9727941155433655,0.19408348202705383,0.0,0.17952588200569153,0.8204741477966309,352,0.17952588200569153
353,9,20,stable_normal,,0.01210087537765503,0.08148995041847229,0.08129671216011047,0.08392344415187836,0.0026267319917678833,0.987899124622345,0.18848903477191925,0.0,0.11692897975444794,0.8830710053443909,353,0.11692897975444794
354,9,21,stable_normal,,0.002060115337371826,0.07935129106044769,0.08548332750797272,0.07388211041688919,0.011601217091083527,0.9979398846626282,0.18678636848926544,0.0,0.16097639501094818,0.8390235900878906,354,0.16097639501094818
355,9,22,lesion_candidate_preserved,,0.00023669004440307617,0.08340347558259964,0.08000990003347397,0.0869000256061554,0.006890125572681427,0.9997633099555969,0.185602605342865,0.0,0.17916566133499146,0.8208343386650085,355,0.17916566133499146
356,9,23,stable_normal,,0.0019378364086151123,0.08180394023656845,0.07418831437826157,0.08997957408428192,0.015791259706020355,0.9980621337890625,0.18627586960792542,0.0,0.13883601129055023,0.8611639738082886,356,0.13883601129055023
357,9,24,lesion_candidate_preserved,,0.001347184181213379,0.08648681640625,0.08131900429725647,0.09210357815027237,0.0107845738530159,0.9986528158187866,0.18522916734218597,0.0,0.18718133866786957,0.8128186464309692,357,0.18718133866786957
358,9,25,stable_normal,,0.00662308931350708,0.07570622116327286,0.0940447449684143,0.05944216251373291,0.034602582454681396,0.9933769106864929,0.18847674131393433,0.0,0.21952921152114868,0.7804707884788513,358,0.21952921152114868
359,9,26,lesion_candidate_preserved,,0.1827249526977539,0.09101840853691101,0.1220860630273819,0.10262422263622284,0.019461840391159058,0.8172750473022461,0.22528696060180664,0.0,0.2376771867275238,0.7623227834701538,359,0.2376771867275238
360,9,27,stable_normal,,0.00028711557388305664,0.08162534236907959,0.08534357696771622,0.07809999585151672,0.007243581116199493,0.9997128844261169,0.18596354126930237,0.0,0.1966230720281601,0.8033769130706787,360,0.1966230720281601
361,9,28,stable_normal,,0.00048086047172546387,0.07850269973278046,0.07417856901884079,0.08303570002317429,0.008857131004333496,0.9995191097259521,0.18662092089653015,0.0,0.1572578251361847,0.8427422046661377,361,0.1572578251361847
362,9,29,stable_normal,,0.0004767775535583496,0.07735611498355865,0.0723770335316658,0.08254977315664291,0.010172739624977112,0.9995232224464417,0.18684685230255127,0.0,0.12951821088790894,0.8704817891120911,362,0.12951821088790894
363,9,30,stable_normal,,0.00010484457015991211,0.08217090368270874,0.08411482721567154,0.080283023416996,0.003831803798675537,0.9998951554298401,0.1858176738023758,0.0,0.1519942730665207,0.8480057120323181,363,0.1519942730665207
364,9,31,noise_sensitive_normal,,0.29381895065307617,0.049505773931741714,0.06503427028656006,0.0855020135641098,0.020467743277549744,0.7061810493469238,0.26373645663261414,0.0,0.18025828897953033,0.8197417259216309,364,0.18025828897953033
365,9,32,stable_normal,,0.016102105379104614,0.06860758364200592,0.06016610190272331,0.0814974308013916,0.02133132889866829,0.9838979244232178,0.19193005561828613,0.0,0.25142574310302734,0.7485742568969727,365,0.25142574310302734
366,9,33,lesion_candidate_preserved,,0.0010988712310791016,0.0886470377445221,0.08296537399291992,0.09486322104930878,0.011897847056388855,0.9989011287689209,0.1847529262304306,0.0,0.18885205686092377,0.811147928237915,366,0.18885205686092377
367,9,34,stable_normal,,0.00020629167556762695,0.07731416076421738,0.07331125438213348,0.08144381642341614,0.008132562041282654,0.9997937083244324,0.18679803609848022,0.0,0.19521930813789368,0.8047807216644287,367,0.19521930813789368
368,9,35,stable_normal,,0.006338000297546387,0.08187054842710495,0.09765812009572983,0.06848609447479248,0.029172025620937347,0.9936619997024536,0.187191441655159,0.0,0.1925623118877411,0.8074376583099365,368,0.1925623118877411
369,9,36,noise_sensitive_normal,,0.11411350965499878,0.026955196633934975,0.03475572168827057,0.030747702345252037,0.004008019343018532,0.8858864903450012,0.22321312129497528,0.0,0.18015919625759125,0.8198407888412476,369,0.18015919625759125
370,10,0,stable_normal,,0.00876230001449585,0.057730820029973984,0.06235795468091965,0.05437976121902466,0.007978193461894989,0.9912376999855042,0.1925458163022995,0.0,0.2105700820684433,0.7894299030303955,370,0.2105700820684433
371,10,1,stable_normal,,0.0012162327766418457,0.07232166081666946,0.0678270161151886,0.07754188776016235,0.009714871644973755,0.9987837672233582,0.18800203502178192,0.0,0.15527792274951935,0.8447220921516418,371,0.15527792274951935
372,10,2,stable_normal,,0.0005119442939758301,0.06961782276630402,0.06936808675527573,0.06993989646434784,0.000571809709072113,0.9994880557060242,0.18839050829410553,0.0,0.19924767315387726,0.8007523417472839,372,0.19924767315387726
373,10,3,stable_normal,,0.00013744831085205078,0.07982326298952103,0.07623180747032166,0.08362279832363129,0.007390990853309631,0.999862551689148,0.18628759682178497,0.0,0.1631966382265091,0.8368033766746521,373,0.1631966382265091
374,10,4,stable_normal,,0.01742267608642578,0.045727185904979706,0.03846893087029457,0.05933397635817528,0.020865045487880707,0.9825773239135742,0.1968846470117569,0.0,0.22072075307369232,0.7792792320251465,374,0.22072075307369232
375,10,5,stable_normal,,0.0035729408264160156,0.06162841618061066,0.052195120602846146,0.07440340518951416,0.022208284586668015,0.996427059173584,0.1906423717737198,0.0,0.22167934477329254,0.7783206701278687,375,0.22167934477329254
376,10,6,stable_normal,,0.020207643508911133,0.06138037145137787,0.04964236542582512,0.07918083667755127,0.02953847125172615,0.9797923564910889,0.19428595900535583,0.0,0.16550375521183014,0.834496259689331,376,0.16550375521183014
377,10,7,stable_normal,,0.00015297532081604004,0.07929160445928574,0.0744185596704483,0.08441072702407837,0.009992167353630066,0.9998470544815063,0.18639586865901947,0.0,0.18015234172344208,0.8198476433753967,377,0.18015234172344208
378,10,8,stable_normal,,0.00019228458404541016,0.07850097864866257,0.07737606763839722,0.07965004444122314,0.0022739768028259277,0.9998077154159546,0.18656037747859955,0.0,0.12367039918899536,0.8763296008110046,378,0.12367039918899536
379,10,9,stable_normal,,0.0005121231079101562,0.07761488109827042,0.07399194687604904,0.08127356320619583,0.0072816163301467896,0.9994878768920898,0.18680310249328613,0.0,0.16207477450370789,0.8379251956939697,379,0.16207477450370789
380,10,10,noise_sensitive_normal,,0.12829875946044922,0.022753585129976273,0.02936926856637001,0.028619417920708656,0.0007498506456613541,0.8717012405395508,0.2276109755039215,0.0,0.22958146035671234,0.7704185247421265,380,0.22958146035671234
381,10,11,stable_normal,,0.0016200542449951172,0.06323425471782684,0.058271199464797974,0.06915285438299179,0.010881654918193817,0.9983799457550049,0.1899019330739975,0.0,0.1931048482656479,0.8068951368331909,381,0.1931048482656479
382,10,12,lesion_candidate_preserved,,0.012228608131408691,0.12389674037694931,0.10619331896305084,0.14833183586597443,0.042138516902923584,0.9877713918685913,0.18021149933338165,0.0,0.21731404960155487,0.7826859354972839,382,0.21731404960155487
383,10,13,lesion_candidate_preserved,,0.005099892616271973,0.1132398322224617,0.104352205991745,0.12244243174791336,0.018090225756168365,0.994900107383728,0.18079911172389984,0.0,0.17870858311653137,0.821291446685791,383,0.17870858311653137
384,10,14,lesion_candidate_preserved,,0.002722799777984619,0.13607317209243774,0.1388365626335144,0.13378387689590454,0.005052685737609863,0.9972772002220154,0.17595642805099487,0.0,0.21464334428310394,0.7853566408157349,384,0.21464334428310394
385,10,15,stable_normal,,0.002631962299346924,0.0798015147447586,0.08132089674472809,0.07872723042964935,0.0025936663150787354,0.9973680377006531,0.18681803345680237,0.0,0.14349332451820374,0.8565067052841187,385,0.14349332451820374
386,10,16,stable_normal,,0.0001010596752166748,0.07538629323244095,0.07614903151988983,0.0746515542268753,0.0014974772930145264,0.9998989105224609,0.1871575117111206,0.0,0.14606794714927673,0.8539320230484009,386,0.14606794714927673
387,10,17,stable_normal,,0.0002658367156982422,0.07253450155258179,0.07613968849182129,0.06913280487060547,0.00700688362121582,0.9997341632843018,0.1877581775188446,0.0,0.17448844015598297,0.8255115747451782,387,0.17448844015598297
388,10,18,pseudo_anomaly_risk,,0.2802298367023468,0.029055539518594742,0.08405003696680069,0.01981022022664547,0.06423981487751007,0.7197701930999756,0.26524385809898376,0.0,0.18169660866260529,0.8183034062385559,388,0.18169660866260529
389,10,19,stable_normal,,0.014566212892532349,0.08198922127485275,0.08653977513313293,0.0801641121506691,0.006375662982463837,0.98543381690979,0.18891406059265137,0.0,0.1459846794605255,0.8540153503417969,389,0.1459846794605255
390,10,20,lesion_candidate_preserved,,0.10486388206481934,0.10351602733135223,0.08273967355489731,0.15808027982711792,0.07534060627222061,0.8951361179351807,0.2043028473854065,0.0,0.20809543132781982,0.7919045686721802,390,0.20809543132781982
391,10,21,lesion_candidate_preserved,,0.08837336301803589,0.09204202145338058,0.08294461667537689,0.1223374605178833,0.03939284384250641,0.9116266369819641,0.20300939679145813,0.0,0.1831945925951004,0.8168054223060608,391,0.1831945925951004
392,10,22,lesion_candidate_preserved,,0.007398754358291626,0.08341506123542786,0.08394482731819153,0.0842476636171341,0.0003028362989425659,0.9926012754440308,0.18710970878601074,0.0,0.1716085970401764,0.828391432762146,392,0.1716085970401764
393,10,23,lesion_candidate_preserved,,0.005661129951477051,0.08453619480133057,0.07625222951173782,0.0940929502248764,0.01784072071313858,0.994338870048523,0.18652097880840302,0.0,0.11624423414468765,0.8837557435035706,393,0.11624423414468765
394,10,24,lesion_candidate_preserved,,0.007878154516220093,0.09679297357797623,0.08644319325685501,0.10951051115989685,0.02306731790304184,0.9921218156814575,0.18457414209842682,0.0,0.16813704371452332,0.8318629264831543,394,0.16813704371452332
395,10,25,noise_sensitive_normal,,0.20772552490234375,0.08068607747554779,0.09861263632774353,0.10447638481855392,0.005863748490810394,0.7922744750976562,0.23381175100803375,0.0,0.20612597465515137,0.7938740253448486,395,0.20612597465515137
396,10,26,lesion_candidate_preserved,,0.0036500394344329834,0.1289902925491333,0.12826424837112427,0.13054785132408142,0.0022836029529571533,0.9963499307632446,0.1774861365556717,0.0,0.2169492542743683,0.7830507755279541,396,0.2169492542743683
397,10,27,lesion_candidate_preserved,,0.000546574592590332,0.08541130274534225,0.07822492718696594,0.09292708337306976,0.01470215618610382,0.9994534254074097,0.18527264893054962,0.0,0.15230251848697662,0.8476974964141846,397,0.15230251848697662
398,10,28,stable_normal,,0.0004054903984069824,0.07887861132621765,0.07341437041759491,0.08466298878192902,0.011248618364334106,0.999594509601593,0.1865307241678238,0.0,0.12973277270793915,0.8702672123908997,398,0.12973277270793915
399,10,29,stable_normal,,0.00027483701705932617,0.07651612162590027,0.07307732850313187,0.0800502672791481,0.006972938776016235,0.9997251629829407,0.18697045743465424,0.0,0.10704579949378967,0.8929542303085327,399,0.10704579949378967
400,10,30,stable_normal,,0.00011336803436279297,0.07940562069416046,0.07917148619890213,0.07965508103370667,0.0004835948348045349,0.9998866319656372,0.18636499345302582,0.0,0.20292291045188904,0.7970770597457886,400,0.20292291045188904
401,10,31,noise_sensitive_normal,,0.2572490870952606,0.054511286318302155,0.06932878494262695,0.08603744208812714,0.016708657145500183,0.742750883102417,0.252752423286438,0.0,0.15616752207279205,0.8438324928283691,401,0.15616752207279205
402,10,32,pseudo_anomaly_risk,,0.16936051845550537,0.07287061214447021,0.059212297201156616,0.1209462508559227,0.06173395365476608,0.8306394815444946,0.22617170214653015,0.0,0.2055840641260147,0.7944159507751465,402,0.2055840641260147
403,10,33,stable_normal,,0.06627070903778076,0.06474262475967407,0.08707066625356674,0.054300155490636826,0.032770510762929916,0.9337292909622192,0.20379309356212616,0.0,0.1855982393026352,0.8144017457962036,403,0.1855982393026352
404,10,34,stable_normal,,0.00034418702125549316,0.08001089096069336,0.07786571979522705,0.08221561461687088,0.004349894821643829,0.9996558427810669,0.18629412353038788,0.0,0.1988544911146164,0.8011454939842224,404,0.1988544911146164
405,10,35,lesion_candidate_preserved,,0.004332900047302246,0.09627068787813187,0.09603460133075714,0.09738774597644806,0.001353144645690918,0.9956670999526978,0.18393574655056,0.0,0.21049417555332184,0.7895058393478394,405,0.21049417555332184
406,10,36,stable_normal,,0.04759731888771057,0.03741949796676636,0.04817138984799385,0.03176722303032875,0.0164041668176651,0.9524027109146118,0.2053607702255249,0.0,0.21660925447940826,0.7833907604217529,406,0.21660925447940826
407,11,0,stable_normal,,0.009352445602416992,0.04390738904476166,0.03488615155220032,0.056625932455062866,0.02173978090286255,0.990647554397583,0.1954895406961441,0.0,0.21140345931053162,0.788596510887146,407,0.21140345931053162
408,11,1,stable_normal,,0.024877578020095825,0.021892914548516273,0.024471759796142578,0.021538419649004936,0.002933340147137642,0.9751224517822266,0.203513965010643,0.0,0.2410733997821808,0.7589266300201416,408,0.2410733997821808
409,11,2,stable_normal,,0.0003216564655303955,0.07695505768060684,0.07598137110471725,0.07802695780992508,0.0020455867052078247,0.999678373336792,0.18689344823360443,0.0,0.17170366644859314,0.8282963037490845,409,0.17170366644859314
410,11,3,stable_normal,,0.0009857118129730225,0.0699521079659462,0.06484624743461609,0.07540792971849442,0.010561682283878326,0.9990142583847046,0.18842464685440063,0.0,0.18295738101005554,0.8170425891876221,410,0.18295738101005554
411,11,4,stable_normal,,0.00041222572326660156,0.08172479271888733,0.07513878494501114,0.0886535719037056,0.013514786958694458,0.9995877742767334,0.185970276594162,0.0,0.14044088125228882,0.8595591187477112,411,0.14044088125228882
412,11,5,noise_sensitive_normal,,0.23762285709381104,0.0560675710439682,0.06514743715524673,0.08971608430147171,0.024568647146224976,0.762377142906189,0.24725772440433502,0.0,0.20334647595882416,0.7966535091400146,412,0.20334647595882416
413,11,6,stable_normal,,5.8710575103759766e-05,0.07842430472373962,0.07837695628404617,0.0784817785024643,0.00010482221841812134,0.9999412894248962,0.18654735386371613,0.0,0.12481458485126495,0.8751854300498962,413,0.12481458485126495
414,11,7,stable_normal,,0.0006903111934661865,0.07315133512020111,0.07168395817279816,0.07473784685134888,0.00305388867855072,0.9993096590042114,0.18772563338279724,0.0,0.18190066516399384,0.818099319934845,414,0.18190066516399384
415,11,8,stable_normal,,0.00016811490058898926,0.07477588206529617,0.07071347534656525,0.07903636246919632,0.008322887122631073,0.9998319149017334,0.1872926950454712,0.0,0.13878579437732697,0.8612142205238342,415,0.13878579437732697
416,11,9,stable_normal,,0.0006883740425109863,0.07917740941047668,0.07279741019010544,0.0858459398150444,0.013048529624938965,0.999311625957489,0.18653132021427155,0.0,0.1192670464515686,0.8807329535484314,416,0.1192670464515686
417,11,10,stable_normal,,0.00010073184967041016,0.08097659051418304,0.0786164402961731,0.08342690020799637,0.004810459911823273,0.9998992681503296,0.18605227768421173,0.0,0.1637641042470932,0.8362358808517456,417,0.1637641042470932
418,11,11,noise_sensitive_normal,,0.18818193674087524,0.06156496703624725,0.07855650037527084,0.07933750003576279,0.0007809996604919434,0.8118180632591248,0.2334074079990387,0.0,0.17226117849349976,0.8277388215065002,418,0.17226117849349976
419,11,12,lesion_candidate_preserved,,0.00469478964805603,0.11674930155277252,0.10530348867177963,0.1290397346019745,0.023736245930194855,0.9953051805496216,0.18003994226455688,0.0,0.21853730082511902,0.7814626693725586,419,0.21853730082511902
420,11,13,pseudo_anomaly_risk,,0.25267529487609863,0.06355003267526627,0.11408165097236633,0.0714007019996643,0.042680948972702026,0.7473247051239014,0.2493436336517334,0.0,0.19397425651550293,0.8060257434844971,420,0.19397425651550293
421,11,14,stable_normal,,0.0003045797348022461,0.07520956546068192,0.07592814415693283,0.07455666363239288,0.0013714805245399475,0.9996954202651978,0.18723557889461517,0.0,0.19555814564228058,0.8044418692588806,421,0.19555814564228058
422,11,15,stable_normal,,5.638599395751953e-05,0.07647126913070679,0.07696645706892014,0.07599008828401566,0.00097636878490448,0.9999436140060425,0.18693318963050842,0.0,0.18312136828899384,0.816878616809845,422,0.18312136828899384
423,11,16,lesion_candidate_preserved,,0.00591045618057251,0.08789730072021484,0.07768363505601883,0.09985531866550446,0.022171683609485626,0.9940895438194275,0.18591007590293884,0.0,0.16869837045669556,0.8313016295433044,423,0.16869837045669556
424,11,17,lesion_candidate_preserved,,0.025627344846725464,0.09233619272708893,0.07851015776395798,0.11335959285497665,0.03484943509101868,0.9743726253509521,0.18920490145683289,0.0,0.14518201351165771,0.8548179864883423,424,0.14518201351165771
425,11,18,lesion_candidate_preserved,,0.1519298255443573,0.09855370223522186,0.08606874197721481,0.16069535911083221,0.0746266171336174,0.8480701446533203,0.21623650193214417,0.0,0.20755590498447418,0.792444109916687,425,0.20755590498447418
426,11,19,lesion_candidate_preserved,,0.06950494647026062,0.10981694608926773,0.08715249598026276,0.15723887085914612,0.07008637487888336,0.930495023727417,0.1951373964548111,0.0,0.19168059527873993,0.8083193898200989,426,0.19168059527873993
427,11,20,stable_normal,,0.0001760721206665039,0.072211854159832,0.06685683876276016,0.07793889194726944,0.011082053184509277,0.9998239278793335,0.187803253531456,0.0,0.1603410840034485,0.8396589159965515,427,0.1603410840034485
428,11,21,stable_normal,,8.109211921691895e-05,0.07932499051094055,0.07792310416698456,0.08073766529560089,0.002814561128616333,0.9999189376831055,0.18637409806251526,0.0,0.18663470447063446,0.8133652806282043,428,0.18663470447063446
429,11,22,lesion_candidate_preserved,,0.06294384598731995,0.10630904138088226,0.06786645948886871,0.18937908113002777,0.12151262164115906,0.9370561838150024,0.19442372024059296,0.0,0.2635299861431122,0.7364699840545654,429,0.2635299861431122
430,11,23,stable_normal,,4.89652156829834e-05,0.07945779711008072,0.07911927253007889,0.07980554550886154,0.0006862729787826538,0.9999510049819946,0.18634112179279327,0.0,0.1214536726474762,0.8785463571548462,430,0.1214536726474762
431,11,24,noise_sensitive_normal,,0.3278583884239197,0.036233242601156235,0.07551678270101547,0.04673177748918533,0.02878500521183014,0.6721416115760803,0.2764701843261719,0.0,0.1414477676153183,0.8585522174835205,431,0.1414477676153183
432,11,25,lesion_candidate_preserved,,0.00022417306900024414,0.08442776650190353,0.0853402242064476,0.08355341851711273,0.0017868056893348694,0.9997758269309998,0.1853983998298645,0.0,0.14739523828029633,0.8526047468185425,432,0.14739523828029633
433,11,26,lesion_candidate_preserved,,0.0023047924041748047,0.0986555814743042,0.0910288542509079,0.1073480024933815,0.016319148242473602,0.9976952075958252,0.18304800987243652,0.0,0.18164807558059692,0.8183519244194031,433,0.18164807558059692
434,11,27,lesion_candidate_preserved,,0.00012981891632080078,0.08335734903812408,0.08228959143161774,0.08445683121681213,0.002167239785194397,0.9998701810836792,0.1855892539024353,0.0,0.1892542839050293,0.8107457160949707,434,0.1892542839050293
435,11,28,stable_normal,,0.0010550618171691895,0.06812044978141785,0.057044077664613724,0.0808883011341095,0.023844223469495773,0.9989449381828308,0.1888044774532318,0.0,0.16038359701633453,0.8396164178848267,435,0.16038359701633453
436,11,29,stable_normal,,0.0002765357494354248,0.07538310438394547,0.07317526638507843,0.07761745154857635,0.004442185163497925,0.9997234344482422,0.18719525635242462,0.0,0.19786781072616577,0.8021321892738342,436,0.19786781072616577
437,11,30,stable_normal,,3.960728645324707e-05,0.07955650240182877,0.07756465673446655,0.08158086240291595,0.004016205668449402,0.9999604225158691,0.18631964921951294,0.0,0.19449108839035034,0.8055089116096497,437,0.19449108839035034
438,11,31,noise_sensitive_normal,,0.17228907346725464,0.05244401842355728,0.07903552800416946,0.051676828414201736,0.027358699589967728,0.8277109265327454,0.23158559203147888,0.0,0.16548646986484528,0.8345135450363159,438,0.16548646986484528
439,11,32,noise_sensitive_normal,,0.11056938767433167,0.07726044207811356,0.08970247209072113,0.08566804230213165,0.0040344297885894775,0.8894306421279907,0.21123665571212769,0.0,0.1976279765367508,0.8023720383644104,439,0.1976279765367508
440,11,33,lesion_candidate_preserved,,0.0008909106254577637,0.08845968544483185,0.07400806248188019,0.1049274131655693,0.030919350683689117,0.9991090893745422,0.1847461462020874,0.0,0.19218555092811584,0.8078144788742065,440,0.19218555092811584
441,11,34,lesion_candidate_preserved,,0.00011011958122253418,0.08346075564622879,0.08629564940929413,0.08072348684072495,0.005572162568569183,0.9998898506164551,0.18556474149227142,0.0,0.20567530393600464,0.7943246960639954,441,0.20567530393600464
442,11,35,noise_sensitive_normal,,0.21256953477859497,0.06893511861562729,0.09769274294376373,0.07857666164636612,0.019116081297397614,0.787430465221405,0.23778291046619415,0.0,0.19899024069309235,0.8010097742080688,442,0.19899024069309235
443,11,36,stable_normal,,0.0049269795417785645,0.08150854706764221,0.09193585067987442,0.07248841971158981,0.019447430968284607,0.9950730204582214,0.18696489930152893,0.0,0.21060431003570557,0.7893956899642944,443,0.21060431003570557
444,12,0,stable_normal,,0.07022002339363098,0.03751344606280327,0.03951706364750862,0.04487244039773941,0.005355376750230789,0.9297800064086914,0.21051914989948273,0.0,0.20294052362442017,0.7970594763755798,444,0.20294052362442017
445,12,1,stable_normal,,0.06253290176391602,0.043191224336624146,0.028208410367369652,0.07133898138999939,0.04313056915998459,0.937467098236084,0.20753003656864166,0.0,0.12044620513916016,0.8795537948608398,445,0.12044620513916016
446,12,2,stable_normal,,0.02180609107017517,0.06270530819892883,0.051224127411842346,0.07950864732265472,0.028284519910812378,0.9781938791275024,0.19436362385749817,0.0,0.14562730491161346,0.8543726801872253,446,0.14562730491161346
447,12,3,stable_normal,,0.00019240379333496094,0.07232549786567688,0.07306189835071564,0.07164350152015686,0.0014183968305587769,0.999807596206665,0.1877841204404831,0.0,0.1956230252981186,0.8043769598007202,447,0.1956230252981186
448,12,4,stable_normal,,0.00023889541625976562,0.07973724603652954,0.08141477406024933,0.07813949137926102,0.0032752826809883118,0.9997611045837402,0.18632596731185913,0.0,0.17630119621753693,0.8236988186836243,448,0.17630119621753693
449,12,5,stable_normal,,0.03677809238433838,0.047541599720716476,0.036333054304122925,0.07316836714744568,0.036835312843322754,0.9632219076156616,0.20079362392425537,0.0,0.18698915839195251,0.8130108118057251,449,0.18698915839195251
450,12,6,stable_normal,,0.00011664628982543945,0.07756029069423676,0.07566952705383301,0.0795011967420578,0.0038316696882247925,0.9998833537101746,0.18673041462898254,0.0,0.18892931938171387,0.8110706806182861,450,0.18892931938171387
451,12,7,pseudo_anomaly_risk,,0.24792009592056274,0.030167564749717712,0.0716172605752945,0.022905398160219193,0.0487118624150753,0.7520799040794373,0.2563084363937378,0.0,0.20952916145324707,0.7904708385467529,451,0.20952916145324707
452,12,8,stable_normal,,0.0004297494888305664,0.07784295827150345,0.07099670171737671,0.08518946915864944,0.014192767441272736,0.9995702505111694,0.18674059212207794,0.0,0.13158492743968964,0.8684150576591492,452,0.13158492743968964
453,12,9,stable_normal,,0.00019872188568115234,0.07797268033027649,0.07709377259016037,0.07888007164001465,0.0017862990498542786,0.9998012781143188,0.18666617572307587,0.0,0.11172094941139221,0.8882790803909302,453,0.11172094941139221
454,12,10,stable_normal,,0.00015163421630859375,0.07868625968694687,0.0799347460269928,0.07746795564889908,0.0024667903780937195,0.9998483657836914,0.1865151971578598,0.0,0.13881206512451172,0.8611879348754883,454,0.13881206512451172
455,12,11,lesion_candidate_preserved,,0.0029524564743041992,0.08583861589431763,0.08130650222301483,0.0911223366856575,0.00981583446264267,0.9970475435256958,0.18569375574588776,0.0,0.17839200794696808,0.8216080069541931,455,0.17839200794696808
456,12,12,pseudo_anomaly_risk,,0.20506125688552856,0.03707253932952881,0.07230503112077713,0.031159257516264915,0.041145771741867065,0.7949387431144714,0.24345900118350983,0.0,0.21591734886169434,0.7840826511383057,456,0.21591734886169434
457,12,13,stable_normal,,0.07489371299743652,0.07961543649435043,0.08287426829338074,0.09117567539215088,0.008301407098770142,0.9251062870025635,0.20259715616703033,0.0,0.19542279839515686,0.8045772314071655,457,0.19542279839515686
458,12,14,lesion_candidate_preserved,,0.002000659704208374,0.08255338668823242,0.07715458422899246,0.08839593827724457,0.011241354048252106,0.9979993104934692,0.18614117801189423,0.0,0.1352279782295227,0.8647720217704773,458,0.1352279782295227
459,12,15,stable_normal,,0.016404807567596436,0.044874176383018494,0.07383929938077927,0.026404567062854767,0.0474347323179245,0.9835951924324036,0.19683662056922913,0.0,0.175359845161438,0.824640154838562,459,0.175359845161438
460,12,16,stable_normal,,0.00014656782150268555,0.07856135070323944,0.07651486992835999,0.08063862472772598,0.004123754799365997,0.9998534321784973,0.18653880059719086,0.0,0.14704018831253052,0.8529598116874695,460,0.14704018831253052
461,12,17,lesion_candidate_preserved,,0.00018644332885742188,0.09112914651632309,0.08864440023899078,0.09367253631353378,0.005028136074542999,0.9998135566711426,0.18407590687274933,0.0,0.1530941128730774,0.8469058871269226,461,0.1530941128730774
462,12,18,noise_sensitive_normal,,0.20843559503555298,0.07079806923866272,0.08706092834472656,0.0975750982761383,0.010514169931411743,0.791564404964447,0.23630493879318237,0.0,0.20258839428424835,0.7974116206169128,462,0.20258839428424835
463,12,19,stable_normal,,7.450580596923828e-05,0.07957323640584946,0.07739700376987457,0.08179197460412979,0.0043949708342552185,0.9999254941940308,0.18632371723651886,0.0,0.1875307857990265,0.8124692440032959,463,0.1875307857990265
464,12,20,lesion_candidate_preserved,,0.014627665281295776,0.08847196400165558,0.07543309777975082,0.10557110607624054,0.030138008296489716,0.9853723049163818,0.18763667345046997,0.0,0.12680958211421967,0.8731904029846191,464,0.12680958211421967
465,12,21,stable_normal,,0.00015428662300109863,0.07687614113092422,0.07868430018424988,0.07519276440143585,0.003491535782814026,0.9998457431793213,0.18687371909618378,0.0,0.18234758079051971,0.8176524043083191,465,0.18234758079051971
466,12,22,lesion_candidate_preserved,,6.67870044708252e-05,0.08400152623653412,0.08190231770277023,0.08614158630371094,0.004239268600940704,0.9999332427978516,0.18544922769069672,0.0,0.1959192305803299,0.8040807843208313,466,0.1959192305803299
467,12,23,stable_normal,,0.0012108683586120605,0.07122142612934113,0.07833309471607208,0.06476716697216034,0.013565927743911743,0.9987891316413879,0.18821975588798523,0.0,0.16231685876846313,0.8376831412315369,467,0.16231685876846313
468,12,24,stable_normal,,9.375810623168945e-05,0.07951705902814865,0.07672898471355438,0.08237399905920029,0.0056450143456459045,0.9999062418937683,0.1863388568162918,0.0,0.16145284473896027,0.8385471701622009,468,0.16145284473896027
469,12,25,lesion_candidate_preserved,,0.0015847086906433105,0.08846382051706314,0.09384667128324509,0.08360378444194794,0.01024288684129715,0.9984152913093567,0.18489062786102295,0.0,0.13196060061454773,0.8680393695831299,469,0.13196060061454773
470,12,26,lesion_candidate_preserved,,0.14130127429962158,0.08312873542308807,0.11923311650753021,0.0800526887178421,0.03918042778968811,0.8586987257003784,0.21713916957378387,0.0,0.17747220396995544,0.8225277662277222,470,0.17747220396995544
471,12,27,noise_sensitive_normal,,0.2656131386756897,0.05194380506873131,0.08444768935441971,0.06179178133606911,0.0226559080183506,0.7343868613243103,0.25559017062187195,0.0,0.17453935742378235,0.82546067237854,471,0.17453935742378235
472,12,28,stable_normal,,0.0005871355533599854,0.07884270697832108,0.0695284754037857,0.08910265564918518,0.019574180245399475,0.9994128942489624,0.18657612800598145,0.0,0.09364531189203262,0.9063546657562256,472,0.09364531189203262
473,12,29,pseudo_anomaly_risk,,0.4533218741416931,0.042270779609680176,0.03710704669356346,0.07532612234354019,0.03821907564997673,0.5466781258583069,0.3109845817089081,0.0,0.23269477486610413,0.7673052549362183,473,0.23269477486610413
474,12,30,noise_sensitive_normal,,0.35367122292518616,0.04961329698562622,0.0537995845079422,0.07853944599628448,0.024739861488342285,0.6463288068771362,0.28017595410346985,0.0,0.2339194416999817,0.7660805583000183,474,0.2339194416999817
